Original Title,Cited Articles
Algebraic combinatorics,Commutative association schemes
Algebraic combinatorics,Eigenvectors from eigenvalues: A survey of a basic identity in linear algebra
Algebraic combinatorics,Distance-regular graphs
Algebraic combinatorics,Association schemes and coding theory
Algebraic combinatorics,Grundzüge einer nichtkommutativen Designtheorie
Algebraic combinatorics,Semigroup methods for evolution equations on networks
Algebraic combinatorics,Landscapes and their correlation functions
Algebraic combinatorics,Quantum designs: Foundations of a noncommutative design theory
Algebraic combinatorics,A proof of Alon's second eigenvalue conjecture
Algebraic combinatorics,On the spectrum of an equitable quotient matrix and its application
Algebraic combinatorics,"Association schemes: Designed experiments, algebra and combinatorics"
Algebraic combinatorics,Concise encyclopedia of coding theory
Algebraic combinatorics,Algorithmic uses of the Feferman–Vaught theorem
Algebraic combinatorics,Harmonic analysis on finite groups
Algebraic combinatorics,Open problems in the spectral theory of signed graphs
Algebraic combinatorics,A survey on spherical designs and algebraic combinatorics on spheres
Algebraic combinatorics,Towards a theory of landscapes
Algebraic combinatorics,Strongly regular graphs
Algebraic combinatorics,The independence polynomial of a graph-a survey
Algebraic combinatorics,"Graph colorings and related symmetric functions: ideas and applications a description of results, interesting applications, & notable open problems"
Algebraic combinatorics,Strongly regular graphs
Algebraic combinatorics,Short note of even-hole-graph for uncertain graph
Algebraic combinatorics,D-index and Q-index for spanning trees with leaf degree at most k in graphs
Algebraic combinatorics,Strongly regular graphs
Algebraic combinatorics,The maximum multiplicity of an eigenvalue in a matrix whose graph is a tree
Algebraic combinatorics,Maximal energy bipartite graphs
Algebraic combinatorics,Spectral determinations and eccentricity matrix of graphs
Algebraic combinatorics,Network identification via node knockout
Algebraic combinatorics,A note on large graphs of diameter two and given maximum degree
Algebraic combinatorics,Counting paths in graphs
Algebraic combinatorics,Uniform distribution of Heegner points
Algebraic combinatorics,Spectral properties and asymptotic periodicity of flows in networks
Algebraic combinatorics,Unitary designs and codes
Algebraic combinatorics,"Polynomials, roots, and interlacing"
Algebraic combinatorics,The hierarchical product of graphs
Algebraic combinatorics,Spectral properties of the eccentricity matrix of graphs
Algebraic combinatorics,Complexity of semi-algebraic proofs
Algebraic combinatorics,"An overview of (κ, τ)-regular sets and their applications"
Algebraic combinatorics,Combinatorial scientific computing
Algebraic combinatorics,Graph energy based on the eccentricity matrix
Algebraic combinatorics,It's not so easy: Researching the complexity of emergent participant roles and awareness in asynchronous networked learning discussions
Algebraic combinatorics,A new proof of the Erdős–Ko–Rado theorem for intersecting families of permutations
Algebraic combinatorics,Observability and coarse graining of consensus dynamics through the external equitable partition
Algebraic combinatorics,The Terwilliger algebra of the hypercube
Algebraic combinatorics,"On the spectral radius, energy and Estrada index of the Sombor matrix of graphs"
Algebraic combinatorics,Laplacian eigenvectors and eigenvalues and almost equitable partitions
Algebraic combinatorics,Fibonacci-Lucas SIC-POVMs
Algebraic combinatorics,Multivariate Pólya–Schur classification problems in the Weyl algebra
Algebraic combinatorics,Perfect state transfer on distance-regular graphs and association schemes
Algebraic combinatorics,From local adjacency polynomials to locally pseudo-distance-regular graphs
Algebraic combinatorics,Skew-adjacency matrices of graphs
Algebraic combinatorics,On ABC eigenvalues and ABC energy
Algebraic combinatorics,Functional integration of ecological networks through pathway proliferation
Algebraic combinatorics,Graph polynomials
Algebraic combinatorics,"The Colin de Verdiere parameter, excluded minors, and the spectral radius"
Algebraic combinatorics,Some probabilistic aspects of set partitions
Algebraic combinatorics,Compact graphs and equitable partitions
Algebraic combinatorics,The generalized hierarchical product of graphs
Algebraic combinatorics,Laplacian eigenvectors of graphs
Algebraic combinatorics,Perfect matching and distance spectral radius in graphs and bipartite graphs
Algebraic combinatorics,What is in# P and what is not?
Algebraic combinatorics,Bounds on mixed binary/ternary codes
Algebraic combinatorics,On the complexity of mixed discriminants and related problems
Algebraic combinatorics,Characterization of quantum circulant networks having perfect state transfer
Algebraic combinatorics,"Association schemes for ordered orthogonal arrays and (T, M, S)-nets"
Algebraic combinatorics,Polyadic sets and homomorphism counting
Algebraic combinatorics,Graph theoretic methods in the stability of vehicle formations
Algebraic combinatorics,Locally pseudo-distance-regular graphs
Algebraic combinatorics,Bivariate P-polynomial association schemes
Algebraic combinatorics,Algebraic theory of recombination spaces
Algebraic combinatorics,Теория кодирования
Algebraic combinatorics,On generalised Paley graphs and their automorphism groups
Algebraic combinatorics,A sufficient condition for a family of graphs being determined by their generalized spectra
Algebraic combinatorics,On the eigenvalues of eccentricity matrix of graphs
Algebraic combinatorics,Graph spectra and continuous quantum walks
Grassmannian frames with applications to coding and communication,Modulation formats and waveforms for 5G networks: Who will be the heir of OFDM?: An overview of alternative modulation schemes for improved spectral efficiency
Grassmannian frames with applications to coding and communication,Compressed sensing for wireless communications: Useful tips and tricks
Grassmannian frames with applications to coding and communication,Prevalence of neural collapse during the terminal phase of deep learning training
Grassmannian frames with applications to coding and communication,On the optimization landscape of neural collapse under mse loss: Global optimality with unconstrained features
Grassmannian frames with applications to coding and communication,Exploring deep neural networks via layer-peeled model: Minority collapse in imbalanced training
Grassmannian frames with applications to coding and communication,Neural collapse under mse loss: Proximity to and dynamics on the central path
Grassmannian frames with applications to coding and communication,An invitation to compressive sensing
Grassmannian frames with applications to coding and communication,Compressed sensing: theory and applications
Grassmannian frames with applications to coding and communication,MIMO-OFDM wireless communications with MATLAB
Grassmannian frames with applications to coding and communication,Structured compressed sensing: From theory to applications
Grassmannian frames with applications to coding and communication,Foundations of MIMO communication
